metro,Atlanta-Sandy Springs-Roswell GA
total_stores,363

brand,stores
Advance Auto Parts,122
AutoZone,124
NAPA Auto Parts,12
O'Reilly Auto Parts,105

county_geoid,county_name,leader,leader_stores,total_stores,status
13013,Barrow County,Advance Auto Parts,2,6,contested
13015,Bartow County,Advance Auto Parts,4,9,contested
13035,Butts County,Advance Auto Parts,1,3,contested
13045,Carroll County,AutoZone,5,10,contested
13057,Cherokee County,Advance Auto Parts,6,16,contested
13063,Clayton County,O'Reilly Auto Parts,7,17,contested
13067,Cobb County,Advance Auto Parts,18,51,contested
13077,Coweta County,AutoZone,4,11,contested
13085,Dawson County,AutoZone,2,4,contested
13089,DeKalb County,AutoZone,17,44,contested
13097,Douglas County,Advance Auto Parts,4,11,contested
13113,Fayette County,AutoZone,4,8,contested
13117,Forsyth County,Advance Auto Parts,4,11,contested
13121,Fulton County,AutoZone,17,41,contested
13135,Gwinnett County,Advance Auto Parts,21,54,contested
13143,Haralson County,Advance Auto Parts,2,3,dominant
13151,Henry County,AutoZone,7,20,contested
13187,Lumpkin County,Advance Auto Parts,1,2,contested
13199,Meriwether County,Advance Auto Parts,1,2,contested
13211,Morgan County,Advance Auto Parts,1,3,contested
13217,Newton County,Advance Auto Parts,2,5,contested
13223,Paulding County,AutoZone,4,9,contested
13227,Pickens County,AutoZone,1,2,contested
13247,Rockdale County,O'Reilly Auto Parts,3,7,contested
13255,Spalding County,Advance Auto Parts,2,6,contested
13297,Walton County,Advance Auto Parts,2,8,contested

brand,store_id,city,county_name,nearest_brand,nearest_store_id,nearest_city,nearest_county_name,distance_miles
AutoZone,98f23757-3d92-4404-9cdb-354acc346082,Lawrenceville,Gwinnett County,O'Reilly Auto Parts,5f6b499a-3cb2-40b0-ab6c-2e7ac6a205ad,Lawrenceville,Gwinnett County,1.19
Advance Auto Parts,2eb9cd48-0f5a-417f-9c54-3c3a93f973e0,Atlanta,Fulton County,AutoZone,529e4e4a-6c41-4063-bb86-7dc79f72f653,Atlanta,Fulton County,1.19
AutoZone,529e4e4a-6c41-4063-bb86-7dc79f72f653,Atlanta,Fulton County,Advance Auto Parts,2eb9cd48-0f5a-417f-9c54-3c3a93f973e0,Atlanta,Fulton County,1.19
Advance Auto Parts,006f6846-9c38-4c9e-9fc6-8381f828401c,Chamblee,DeKalb County,AutoZone,cba863a8-e5ea-4a51-841c-0fd1f7d50305,Chamblee,DeKalb County,1.19
AutoZone,cba863a8-e5ea-4a51-841c-0fd1f7d50305,Chamblee,DeKalb County,Advance Auto Parts,006f6846-9c38-4c9e-9fc6-8381f828401c,Chamblee,DeKalb County,1.19
O'Reilly Auto Parts,a675c5c0-609a-4a63-961f-07ad18d052b6,Acworth,Cherokee County,Advance Auto Parts,70ee8501-e3a3-4ac3-a58c-4cff19c0449d,Acworth,Cherokee County,1.20
O'Reilly Auto Parts,65992ff0-e076-44aa-87e1-fdb48f0ba926,Lawrenceville,Gwinnett County,AutoZone,98f23757-3d92-4404-9cdb-354acc346082,Lawrenceville,Gwinnett County,1.21
AutoZone,5647fdf0-d931-48c5-bfad-50a20b58ca53,Decatur,DeKalb County,O'Reilly Auto Parts,6610e96b-2a3f-4589-bb86-e473f0142992,Decatur,DeKalb County,1.22
Advance Auto Parts,6ad9364d-733a-4f4c-a99d-8d7aa36c04fb,Covington,Newton County,O'Reilly Auto Parts,7766024b-d336-4900-85bd-84e6295db8e7,Conyers,Rockdale County,1.22
O'Reilly Auto Parts,7766024b-d336-4900-85bd-84e6295db8e7,Conyers,Rockdale County,Advance Auto Parts,6ad9364d-733a-4f4c-a99d-8d7aa36c04fb,Covington,Newton County,1.22
Advance Auto Parts,368484c9-10b5-4624-ab1d-12c01208b216,Cartersville,Bartow County,AutoZone,cec5a1f2-34f5-43ba-91bf-2d974aff0de3,Cartersville,Bartow County,1.23
Advance Auto Parts,07cf9047-d488-40c5-b18e-f0aca76fcdc8,Stone Mountain,DeKalb County,O'Reilly Auto Parts,afdf8fef-104d-4b7b-96a6-1e51a4852781,Stone Mountain,DeKalb County,1.23
O'Reilly Auto Parts,afdf8fef-104d-4b7b-96a6-1e51a4852781,Stone Mountain,DeKalb County,Advance Auto Parts,07cf9047-d488-40c5-b18e-f0aca76fcdc8,Stone Mountain,DeKalb County,1.23
Advance Auto Parts,f510bc39-22ff-4f24-b33e-575a0629ce40,Brookhaven,DeKalb County,AutoZone,412529d5-61a8-44bd-a7c9-bd60e4ce7f74,Brookhaven,DeKalb County,1.25
Advance Auto Parts,29a86adc-ec75-4408-90a3-6ffc9999663c,Lithonia,DeKalb County,AutoZone,c7f88937-3c4c-4ff4-bd6e-de7df33a6c72,Lithonia,DeKalb County,1.26
AutoZone,c7f88937-3c4c-4ff4-bd6e-de7df33a6c72,Lithonia,DeKalb County,Advance Auto Parts,29a86adc-ec75-4408-90a3-6ffc9999663c,Lithonia,DeKalb County,1.26
Advance Auto Parts,86c0b43f-5360-49b4-ba65-8a5e601f75a9,Powder Springs,Cobb County,AutoZone,fef5eaef-4162-49ab-af37-75bda7b2b86f,Dallas,Paulding County,1.27
AutoZone,fef5eaef-4162-49ab-af37-75bda7b2b86f,Dallas,Paulding County,Advance Auto Parts,86c0b43f-5360-49b4-ba65-8a5e601f75a9,Powder Springs,Cobb County,1.27
Advance Auto Parts,b09450d5-8610-4c48-a3a9-4f5e8cdff8b6,Norcross,Gwinnett County,AutoZone,147a9597-0b45-4c9d-b38e-1e18072264e5,Norcross,Gwinnett County,1.27
O'Reilly Auto Parts,3d8522da-f8a8-4543-a355-08aab38547f8,Duluth,Gwinnett County,AutoZone,97c80bbc-b05f-41a1-825b-83a72750874e,Duluth,Gwinnett County,1.31
Advance Auto Parts,6947f67f-a22b-4565-977f-3a3b6a85c2c8,Griffin,Spalding County,AutoZone,46247fd9-8e02-4b5e-b2c5-3d8dcb0b644f,Griffin,Spalding County,1.32
AutoZone,069bd09f-5a6a-4373-a58f-618cc7e28b9d,Smyrna,Cobb County,Advance Auto Parts,a09dc342-b68b-4e3b-b567-2b0e8981e375,Smyrna,Cobb County,1.33
O'Reilly Auto Parts,f304b211-385e-4190-bc22-3e110b1d0223,Snellville,Gwinnett County,Advance Auto Parts,7cb3c1b9-60b8-46d6-b7a2-9c905a3ff930,Snellville,Gwinnett County,1.33
Advance Auto Parts,c9bbb0df-e3de-45c8-8e30-b4afe6aa907a,Jonesboro,Clayton County,O'Reilly Auto Parts,111767fc-87ba-484d-b17c-616f70601112,Jonesboro,Clayton County,1.34
AutoZone,6748a5be-aac1-46b0-968e-427dad9dd140,Snellville,Gwinnett County,O'Reilly Auto Parts,f304b211-385e-4190-bc22-3e110b1d0223,Snellville,Gwinnett County,1.35
AutoZone,b8662225-34cd-4127-a175-8f6e058aff2b,East Point,Fulton County,O'Reilly Auto Parts,b01c59f3-510b-42c2-b2be-e3617591b66f,East Point,Fulton County,1.35
Advance Auto Parts,15d8aa0e-b410-4e01-a154-b80697651e53,Atlanta,Fulton County,AutoZone,974ae8ca-6ec5-4a9e-9592-6309bbf9610b,Atlanta,Fulton County,1.40
Advance Auto Parts,420343be-ddee-4b3b-89d2-75730347f829,Conyers,Rockdale County,O'Reilly Auto Parts,b5c5c00e-aba3-4308-8a51-7719368bd915,Conyers,Rockdale County,1.43
AutoZone,fcbe109a-47bd-4336-9f9d-c8947376bb40,Lawrenceville,Gwinnett County,Advance Auto Parts,a656c4a8-f816-4aed-afd4-a9e6cbad626c,Lawrenceville,Gwinnett County,1.45
AutoZone,a9e8adfe-717c-42a3-88af-eb3cd3a888db,Atlanta,Fulton County,Advance Auto Parts,2eb9cd48-0f5a-417f-9c54-3c3a93f973e0,Atlanta,Fulton County,1.47
Advance Auto Parts,44c94a1c-b550-4ac6-bf23-7685aace470a,Canton,Cherokee County,AutoZone,d098e9fd-58b6-4803-8d80-485c107ccc8f,Canton,Cherokee County,1.48
AutoZone,e00c9843-0872-484e-8035-ccb528caf35b,Dacula,Gwinnett County,Advance Auto Parts,e37d07d3-bdf4-47e0-aaef-f43010cf8b06,Dacula,Gwinnett County,1.52
Advance Auto Parts,e37d07d3-bdf4-47e0-aaef-f43010cf8b06,Dacula,Gwinnett County,AutoZone,e00c9843-0872-484e-8035-ccb528caf35b,Dacula,Gwinnett County,1.52
AutoZone,d058df88-9858-4aad-8ce3-ca8f7429b577,Lilburn,Gwinnett County,Advance Auto Parts,a018a231-c031-418b-a937-c72810bea46d,Lilburn,Gwinnett County,1.57
Advance Auto Parts,acb4c15a-aba7-4c59-adb8-e0823a974b81,Dawsonville,Dawson County,AutoZone,1a8cc18b-d782-4f0a-a15b-a970a2255cb0,Dawsonville,Dawson County,1.58
NAPA Auto Parts,5c4c7d2b-fa9c-4423-849f-8ccca846feab,Acworth,Cobb County,O'Reilly Auto Parts,23e665e4-c058-4603-8a80-7938f981d7bf,Acworth,Cobb County,1.58
AutoZone,9e5e58f3-94b0-46c3-b429-0af721b33241,Canton,Cherokee County,Advance Auto Parts,44c94a1c-b550-4ac6-bf23-7685aace470a,Canton,Cherokee County,1.60
Advance Auto Parts,423ebabd-d171-43ac-9926-bd5595499058,Acworth,Cobb County,AutoZone,fe26e16c-1f29-442d-bba3-e17903fa8f96,Acworth,Cobb County,1.61
AutoZone,7715542e-104e-463c-b2eb-698c90de1532,Lawrenceville,Gwinnett County,Advance Auto Parts,7d1a73ec-bac2-49ac-9e02-9cbefb59c463,Lawrenceville,Gwinnett County,1.62
Advance Auto Parts,7d1a73ec-bac2-49ac-9e02-9cbefb59c463,Lawrenceville,Gwinnett County,AutoZone,7715542e-104e-463c-b2eb-698c90de1532,Lawrenceville,Gwinnett County,1.62
O'Reilly Auto Parts,45d95182-f4fe-4860-8c3c-d1e2cf0fedc2,Powder Springs,Cobb County,AutoZone,d49c5398-2549-4c9e-8902-c70889a237aa,Powder Springs,Cobb County,1.62
AutoZone,7dca80f5-37c8-4402-b584-e9d419dfce1a,Newnan,Coweta County,O'Reilly Auto Parts,ac850698-19ca-41be-bb28-945524608917,Newnan,Coweta County,1.66
O'Reilly Auto Parts,ac850698-19ca-41be-bb28-945524608917,Newnan,Coweta County,AutoZone,7dca80f5-37c8-4402-b584-e9d419dfce1a,Newnan,Coweta County,1.66
AutoZone,c4e4a36b-6c3f-47ac-9fd9-ef0a4b2d65ec,Carrollton,Carroll County,O'Reilly Auto Parts,18280567-8c88-49bf-b34c-cb27ce808113,Carrollton,Carroll County,1.66
Advance Auto Parts,a6e84842-08e2-492f-a7af-6eea9462fd31,Hiram,Paulding County,AutoZone,7a91db93-4feb-4a25-a663-14a0e95e2a99,Hiram,Paulding County,1.66
Advance Auto Parts,70dd6313-ec46-4439-8eea-cf2fc01b3ad2,Douglasville,Douglas County,O'Reilly Auto Parts,8ae827a8-b439-4ff6-a979-6e6b6e915bd3,Douglasville,Douglas County,1.68
O'Reilly Auto Parts,63799e32-79d4-4d90-9738-cc41fbed240f,Rex,Clayton County,AutoZone,73e10adf-621c-447e-a6a7-3468aa62ca6e,Morrow,Clayton County,1.70
Advance Auto Parts,e46e70f0-5c94-41d5-b168-a0933c951f1e,Kennesaw,Cobb County,O'Reilly Auto Parts,48196d3f-c845-4e61-a6c8-c37d8658c5ec,Kennesaw,Cobb County,1.71
Advance Auto Parts,2b87b7ba-3035-4585-ad57-79305441b762,Atlanta,Fulton County,O'Reilly Auto Parts,911b0183-ba2b-4175-9c3a-dc0ccc7ba50c,Riverdale,Clayton County,1.84
Advance Auto Parts,35177929-c161-4b8d-9c24-1b490df54699,Peachtree Corners,Gwinnett County,AutoZone,de755b7c-92ac-452e-912f-72edf27cade8,Dunwoody,DeKalb County,1.86
AutoZone,de755b7c-92ac-452e-912f-72edf27cade8,Dunwoody,DeKalb County,Advance Auto Parts,35177929-c161-4b8d-9c24-1b490df54699,Peachtree Corners,Gwinnett County,1.86
O'Reilly Auto Parts,6666e424-0b74-4c34-a434-734f8033ce8c,Douglasville,Douglas County,Advance Auto Parts,70dd6313-ec46-4439-8eea-cf2fc01b3ad2,Douglasville,Douglas County,1.88
Advance Auto Parts,9aee99e0-b5e2-4dab-9e31-de8be4fbaa0b,Marietta,Cobb County,O'Reilly Auto Parts,5332c992-625c-4e27-9367-ad4e88d9fe0a,Marietta,Cobb County,1.91
AutoZone,2025685f-3a87-4260-8102-ca1227c4ec0e,Stone Mountain,DeKalb County,Advance Auto Parts,07cf9047-d488-40c5-b18e-f0aca76fcdc8,Stone Mountain,DeKalb County,1.92
Advance Auto Parts,0110eae4-43e7-4d50-a42b-e5f7acd67317,Marietta,Cobb County,O'Reilly Auto Parts,84ab6bb1-95f6-4bf8-9639-27c11661e4db,Marietta,Cobb County,1.94
NAPA Auto Parts,7cc4b829-0cb3-4bb9-b9e1-bb91a5d78ecd,Atlanta,Cobb County,O'Reilly Auto Parts,d18e358c-c441-45f5-81ea-ceb9a2879ca9,Marietta,Cobb County,2.03
AutoZone,d848d987-3797-4c34-b259-6e971b7c640a,Atlanta,DeKalb County,O'Reilly Auto Parts,5b1687ff-6962-4e17-bbc1-cc0bcb514b3e,Decatur,DeKalb County,2.03
O'Reilly Auto Parts,ad17c4ee-8a2e-4160-922a-be9b10ffb7ec,Carrollton,Carroll County,AutoZone,c4e4a36b-6c3f-47ac-9fd9-ef0a4b2d65ec,Carrollton,Carroll County,2.13
O'Reilly Auto Parts,d9fdb827-b4ee-44ca-82d7-4be053d43a7e,Kennesaw,Cobb County,AutoZone,72e53c31-39bd-4a18-99c0-b0ec8ac0a42f,Acworth,Cherokee County,2.17
Advance Auto Parts,05a54e7b-9a4d-4b26-8a65-09ae29cc430a,Atlanta,DeKalb County,O'Reilly Auto Parts,8304a5f7-6b9e-4348-acd6-a2d67fb673ab,Doraville,DeKalb County,2.19
AutoZone,6263eb86-a609-4cb4-81ab-28df22a078a4,Covington,Newton County,O'Reilly Auto Parts,a2b3fe6f-f4ac-4a2a-ad1c-df16cd6a68c9,Conyers,Rockdale County,2.21
AutoZone,b2bbbfb1-196e-421a-9c96-065a462bd337,Suwanee,Gwinnett County,Advance Auto Parts,731fdd21-1cec-49da-a183-8cc0ea699da4,Suwanee,Gwinnett County,2.21
Advance Auto Parts,b0f40733-21e7-44f9-9407-e888b2855638,Marietta,Cobb County,O'Reilly Auto Parts,1f647a67-7bd6-496d-a7d2-12d415132e5c,Marietta,Cobb County,2.24
Advance Auto Parts,6e9a0729-dd33-46ff-b238-739bacabef7c,McDonough,Henry County,AutoZone,f362e52a-75b1-4aca-858f-5383c5115c3f,McDonough,Henry County,2.25
O'Reilly Auto Parts,3ca40c86-73d3-48e9-b67d-a9dc80740274,Jonesboro,Clayton County,AutoZone,3e8cf781-766a-41c5-8bbd-5f4f642fc265,Riverdale,Clayton County,2.27
O'Reilly Auto Parts,d3a3b8ef-a916-4580-932a-99a17c9f08d8,Riverdale,Clayton County,AutoZone,dea817be-5e90-4dbd-ac1c-4dbd69a77698,Fayetteville,Fayette County,2.28
AutoZone,dea817be-5e90-4dbd-ac1c-4dbd69a77698,Fayetteville,Fayette County,O'Reilly Auto Parts,d3a3b8ef-a916-4580-932a-99a17c9f08d8,Riverdale,Clayton County,2.28
AutoZone,53bb41a2-21b5-4b28-aefb-8399867276ea,Conyers,Rockdale County,Advance Auto Parts,78c4950a-8c19-42ce-ad29-090e44b809b7,Conyers,Rockdale County,2.34
Advance Auto Parts,8face023-3976-4504-bbc8-309efc00df44,Atlanta,Fulton County,AutoZone,0ec5a69c-6e28-4cef-ae8e-d0b3bc08fbb8,Atlanta,Fulton County,2.38
AutoZone,d117df3f-89d9-4c63-9bb9-93ef64ffa88b,Roswell,Fulton County,O'Reilly Auto Parts,3bcf3233-c31f-4de2-9c2c-37fa16a6cc89,Roswell,Fulton County,2.39
O'Reilly Auto Parts,374848fe-b0fb-40fb-a474-d0aefac30c4c,Buford,Gwinnett County,Advance Auto Parts,e86cf694-0f81-4248-aca5-2ab91d8e4e2c,Buford,Gwinnett County,2.40
AutoZone,78d3f8c3-9001-4fc6-83b2-69308203b590,Roswell,Fulton County,Advance Auto Parts,35177929-c161-4b8d-9c24-1b490df54699,Peachtree Corners,Gwinnett County,2.41
Advance Auto Parts,a48aeee3-3645-440c-a012-30f652631232,Atlanta,Fulton County,AutoZone,77cb534e-5784-4863-8524-509ba7bc6a8e,Atlanta,Fulton County,2.42
AutoZone,879d6201-fdea-4b7d-a861-44636c9b952c,Lithia Springs,Douglas County,O'Reilly Auto Parts,0ea6db26-7c4a-4bb7-abed-662b97ab5d2d,Austell,Cobb County,2.44
Advance Auto Parts,ad9da26f-e9ac-4078-aff4-6039c5d5adcc,Griffin,Spalding County,NAPA Auto Parts,3de3f770-2eb7-4b9e-b773-6f0f3ac07c0a,Griffin,Spalding County,2.45
Advance Auto Parts,0f928649-0878-4849-9c7f-4bd2ce3d80c7,Lawrenceville,Gwinnett County,AutoZone,65a1e7bd-0453-43c2-b83b-9efa33b3bdad,Lilburn,Gwinnett County,2.59
AutoZone,cf64567b-7903-43b8-9a0a-91aefb72917a,Stone Mountain,DeKalb County,O'Reilly Auto Parts,c91bb88e-2aa4-4430-8d6d-1d3f9829440c,Stone Mountain,DeKalb County,2.60
O'Reilly Auto Parts,30b8e358-76e5-4fd6-9a5d-b6a0160239cc,Powder Springs,Cobb County,AutoZone,d49c5398-2549-4c9e-8902-c70889a237aa,Powder Springs,Cobb County,2.73
AutoZone,c3709e61-7d5e-4d2a-86e9-8ec9f5ebf637,Fayetteville,Fayette County,O'Reilly Auto Parts,d3a3b8ef-a916-4580-932a-99a17c9f08d8,Riverdale,Clayton County,2.87
AutoZone,aafb6364-80a2-471c-857f-a6637a3df7c3,McDonough,Henry County,O'Reilly Auto Parts,f1b6f970-7dc7-4346-a4a6-53ff89d99236,Stockbridge,Henry County,2.88
Advance Auto Parts,34c16426-0fd0-4e0f-95a9-1f87d91e0ca1,Smyrna,Cobb County,O'Reilly Auto Parts,9de8044c-2e7d-4d86-b668-dc5a4501ff1f,Smyrna,Cobb County,2.88
AutoZone,6d1ed9c7-0e30-4a42-bff3-f76126d2db5c,Dallas,Paulding County,O'Reilly Auto Parts,78804b9b-8657-4f96-a12c-f5dbb97d3375,Dallas,Paulding County,3.00
O'Reilly Auto Parts,78804b9b-8657-4f96-a12c-f5dbb97d3375,Dallas,Paulding County,AutoZone,6d1ed9c7-0e30-4a42-bff3-f76126d2db5c,Dallas,Paulding County,3.00
Advance Auto Parts,bbd5dc72-3693-4dce-81c0-efd3462bc59f,Woodstock,Cherokee County,AutoZone,497ec05e-615c-463d-9eae-eae4550301f1,Woodstock,Cherokee County,3.05
O'Reilly Auto Parts,3a9e6637-a225-4938-bce2-9b161a3262d9,Locust Grove,Henry County,AutoZone,7eff6dfd-7562-49eb-a428-911db0c3337f,Locust Grove,Henry County,3.25
Advance Auto Parts,3c949b96-0a2c-4e9a-82d1-279317941ca1,Powder Springs,Cobb County,AutoZone,8c1143b7-c826-4ac2-ab7a-223f91163cb1,Douglasville,Douglas County,3.33
AutoZone,8c1143b7-c826-4ac2-ab7a-223f91163cb1,Douglasville,Douglas County,Advance Auto Parts,3c949b96-0a2c-4e9a-82d1-279317941ca1,Powder Springs,Cobb County,3.33
O'Reilly Auto Parts,937e44ea-e950-4bfa-b482-3f596d75f1fc,Tyrone,Fayette County,AutoZone,c77979a1-86e1-460e-9ce8-52c2cd0b6b64,Fairburn,Fulton County,3.43
AutoZone,c77979a1-86e1-460e-9ce8-52c2cd0b6b64,Fairburn,Fulton County,O'Reilly Auto Parts,937e44ea-e950-4bfa-b482-3f596d75f1fc,Tyrone,Fayette County,3.43
Advance Auto Parts,0a2272b8-010d-418f-9f56-9719853e48eb,Marietta,Cobb County,AutoZone,6fa1ee7f-8423-4abd-8d77-42dffab8f028,Marietta,Cobb County,3.44
AutoZone,7af80366-056d-432f-a456-a6e931607111,Peachtree City,Fayette County,O'Reilly Auto Parts,9827f9b5-0d38-46f5-ae20-2c1b272d45d6,Senoia,Coweta County,3.46
O'Reilly Auto Parts,9827f9b5-0d38-46f5-ae20-2c1b272d45d6,Senoia,Coweta County,AutoZone,7af80366-056d-432f-a456-a6e931607111,Peachtree City,Fayette County,3.46
AutoZone,55f0852a-c32e-42cf-b59e-edb160bdc5d2,Cumming,Forsyth County,O'Reilly Auto Parts,2e1caa1d-5aad-4177-8a9e-a989cc201fd7,Cumming,Forsyth County,3.47
AutoZone,9e3a5ab3-e9dc-495e-bb70-a3e61ac9ec68,Sugar Hill,Gwinnett County,Advance Auto Parts,f26ac21a-7943-4abf-b249-9fab7aee9bd1,Sugar Hill,Gwinnett County,3.55
AutoZone,ec9f1ffc-5dfa-438e-a722-79eb4c7a6756,Sharpsburg,Coweta County,Advance Auto Parts,18e070bd-3f6e-48a9-ab22-48a9af934431,Newnan,Coweta County,3.56
O'Reilly Auto Parts,e20557c1-6f6f-432a-a76e-50e5a5eff447,Canton,Cherokee County,Advance Auto Parts,f5f18c83-5d9a-4497-b4bd-716d8919c9ba,Canton,Cherokee County,3.63
Advance Auto Parts,f5f18c83-5d9a-4497-b4bd-716d8919c9ba,Canton,Cherokee County,O'Reilly Auto Parts,e20557c1-6f6f-432a-a76e-50e5a5eff447,Canton,Cherokee County,3.63
Advance Auto Parts,5e8c6f56-7a17-4bf2-82cd-051dab0d6a4c,Bethlehem,Barrow County,O'Reilly Auto Parts,78b8d3b0-9d49-44e1-9b35-deaa9349158c,Winder,Barrow County,3.70
O'Reilly Auto Parts,d508cfbc-4e73-42ec-8f1c-fe16b68df10a,Griffin,Spalding County,Advance Auto Parts,6947f67f-a22b-4565-977f-3a3b6a85c2c8,Griffin,Spalding County,3.80
O'Reilly Auto Parts,fba26cb8-7f84-43e5-9d0e-110b9ae883a5,Dallas,Paulding County,AutoZone,6d1ed9c7-0e30-4a42-bff3-f76126d2db5c,Dallas,Paulding County,3.89
Advance Auto Parts,4254f189-adf7-4ba7-aa1e-4a5e8ecf5c13,Peachtree City,Fayette County,O'Reilly Auto Parts,937e44ea-e950-4bfa-b482-3f596d75f1fc,Tyrone,Fayette County,3.93
AutoZone,afe5b3c4-b91a-4ae7-9050-85e13427d904,Dallas,Paulding County,O'Reilly Auto Parts,ea7a0b76-5d25-4ee2-a936-6c26bdc79441,Acworth,Cobb County,4.02
O'Reilly Auto Parts,3268c33a-d539-41f3-8f40-094c3d9ec588,Sandy Springs,Fulton County,Advance Auto Parts,0a2272b8-010d-418f-9f56-9719853e48eb,Marietta,Cobb County,4.14
O'Reilly Auto Parts,8176a8f6-46ba-4d20-8ab0-dc75cc772cc2,Dallas,Paulding County,AutoZone,8c1143b7-c826-4ac2-ab7a-223f91163cb1,Douglasville,Douglas County,4.23
Advance Auto Parts,d39043b7-e548-417e-9f30-a597a324668b,Cumming,Forsyth County,O'Reilly Auto Parts,f5acd8d5-cef2-4974-9f67-9303a8b99b6f,Cumming,Forsyth County,4.25
Advance Auto Parts,9ec762c3-4340-443f-b350-a2ffbed9418a,Johns Creek,Fulton County,O'Reilly Auto Parts,3d8522da-f8a8-4543-a355-08aab38547f8,Duluth,Gwinnett County,4.38
NAPA Auto Parts,dbe56151-90f7-4c62-9ff1-34eead0ee032,Turin,Coweta County,AutoZone,ec9f1ffc-5dfa-438e-a722-79eb4c7a6756,Sharpsburg,Coweta County,5.23
AutoZone,11fcf8f2-2f80-4183-9c7e-8ed53caab3cf,Temple,Carroll County,Advance Auto Parts,6a527c21-7e7f-47a1-992a-f6478139c64a,Villa Rica,Carroll County,5.45
O'Reilly Auto Parts,8c1e66ed-4557-499c-bef8-415bf4589c7a,Ball Ground,Cherokee County,Advance Auto Parts,f5f18c83-5d9a-4497-b4bd-716d8919c9ba,Canton,Cherokee County,5.80
AutoZone,639fe692-adb5-4e7d-8587-17618cdad945,Dawsonville,Dawson County,O'Reilly Auto Parts,9b12f9e4-4cde-4298-8382-ac682d1c8126,Dawsonville,Dawson County,5.83
Advance Auto Parts,6c53b2a1-63f6-45cd-8256-9e4c66929d4d,Tallapoosa,Haralson County,O'Reilly Auto Parts,509e88d2-5b23-4509-9661-355574a35ce8,Bremen,Haralson County,8.17
AutoZone,6695c4ec-c234-4b5b-a716-d70c30d4c422,Bowdon,Carroll County,O'Reilly Auto Parts,ad17c4ee-8a2e-4160-922a-be9b10ffb7ec,Carrollton,Carroll County,8.18
Advance Auto Parts,0b2cbdca-e5cf-46fe-94a6-69835cdb7bf1,Manchester,Meriwether County,NAPA Auto Parts,67b79770-b153-42a4-a7ca-e66b2ea5e8f5,Greenville,Meriwether County,12.88
NAPA Auto Parts,67b79770-b153-42a4-a7ca-e66b2ea5e8f5,Greenville,Meriwether County,Advance Auto Parts,0b2cbdca-e5cf-46fe-94a6-69835cdb7bf1,Manchester,Meriwether County,12.88
